STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,JPN,Japan,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,94.1792172736155,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,KOR,Korea,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,103.562006886304,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,LVA,Latvia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,95.2787197120562,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,LTU,Lithuania,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,97.3295467627305,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,LUX,Luxembourg,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,99.4032613595881,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,MEX,Mexico,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,98.2500923550765,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NLD,Netherlands,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,98.5564825520508,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,NOR,Norway,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,129.97596219434,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,POL,Poland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,96.151454469885,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,PRT,Portugal,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,97.727392942005,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,SVK,Slovak Republic,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,100.605741729732,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,SVN,Slovenia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,98.7570784628574,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ESP,Spain,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,98.0199717886548,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,SWE,Sweden,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,99.2339438018945,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CHE,Switzerland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,103.380851173067,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,TUR,Türkiye,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,97.5975552157666,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,GBR,United Kingdom,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,96.3908333502773,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,USA,United States,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,99.2505044108094,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,EA,Euro area,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,98.1725718071705,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,EU,European Union,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,98.0044302605872,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,OECD,OECD,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,98.3046668546127,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,IND,India,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,89.1142236467126,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,IDN,Indonesia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,102.28769778065,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ZAF,South Africa,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2018,,87.9265657594759,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,AUS,Australia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,90.9089187422335,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,AUT,Austria,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,98.8549044530603,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,BEL,Belgium,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,99.5470526411868,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CAN,Canada,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,103.331617085447,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CHL,Chile,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,90.7997095681512,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,COL,Colombia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,107.796535620015,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CRI,Costa Rica,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,99.1717460220545,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,CZE,Czechia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,98.2879644626212,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,DNK,Denmark,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,97.4365279599714,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,EST,Estonia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,101.807160273776,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FIN,Finland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,98.4366743819777,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,FRA,France,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,98.8487658416958,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,DEU,Germany,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,98.1698154452014,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,GRC,Greece,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,100.813461587877,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,HUN,Hungary,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,97.9741855232483,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ISL,Iceland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,101.003944283347,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,IRL,Ireland,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,100.103599102769,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ISR,Israel,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,97.3744183265326,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,ITA,Italy,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,96.5397900789976,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,JPN,Japan,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,94.841028041111,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,KOR,Korea,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,97.7850919591657,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,LVA,Latvia,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,98.1826115313691,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_III(1.0),NAAG Chapter 3: Expenditure,I,A,Annual,LTU,Lithuania,TOT,Terms of trade,IX,Index,NAAG_III,Part III: Expenditure,2019,,98.2316726686177,,N,Neither seasonally adjusted nor calendar adjusted,WXD,Rest of the world,S1,Total economy,S1,Total economy,_Z,Not applicable,_Z,Not applicable,PTOT,Term of trade,_Z,Not applicable,,,,,,,,,,,_Z,Not applicable,IX,Index,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
