"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2016","2016-Q1","2016-M01","2016-M02","2016-M03","2016-Q2","2016-M04","2016-M05","2016-M06","2016-Q3","2016-M07","2016-M08","2016-M09","2016-Q4","2016-M10","2016-M11","2016-M12","2017","2017-Q1","2017-M01","2017-M02","2017-M03","2017-Q2","2017-M04","2017-M05","2017-M06","2017-Q3","2017-M07","2017-M08","2017-M09","2017-Q4","2017-M10","2017-M11","2017-M12","2018","2018-Q1","2018-M01","2018-M02","2018-M03","2018-Q2","2018-M04","2018-M05","2018-M06","2018-Q3","2018-M07","2018-M08","2018-M09","2018-Q4","2018-M10","2018-M11","2018-M12","2019","2019-Q1","2019-M01","2019-M02","2019-M03","2019-Q2","2019-M04","2019-M05","2019-M06","2019-Q3","2019-M07","2019-M08","2019-M09","2019-Q4","2019-M10","2019-M11","2019-M12","2020","2020-Q1","2020-M01","2020-M02","2020-M03","2020-Q2","2020-M04","2020-M05","2020-M06","2020-Q3","2020-M07","2020-M08","2020-M09","2020-Q4","2020-M10","2020-M11","2020-M12","2021","2021-Q1","2021-M01","2021-M02","2021-M03","2021-Q2","2021-M04","2021-M05","2021-M06","2021-Q3","2021-M07","2021-M08","2021-M09","2021-Q4","2021-M10","2021-M11","2021-M12","2022","2022-Q1","2022-M01","2022-M02","2022-M03","2022-Q2","2022-M04","2022-M05","2022-M06","2022-Q3","2022-M07","2022-M08","2022-M09","2022-Q4","2022-M10","2022-M11","2022-M12","2023","2023-Q1","2023-M01","2023-M02","2023-M03","2023-Q2","2023-M04","2023-M05","2023-M06","2023-Q3","2023-M07","2023-M08","2023-M09","2023-Q4","2023-M10","2023-M11","2023-M12","2024","2024-Q1","2024-M01","2024-M02","2024-M03","2024-Q2","2024-M04","2024-M05","2024-M06","2024-Q3","2024-M07","2024-M08","2024-M09","2024-Q4","2024-M10","2024-M11","2024-M12","2025-Q1","2025-M01","2025-M02","2025-M03","2025-Q2","2025-M04","2025-M05","2025-M06","2025-M07","2025-M08"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.WSM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Samoa","Annual","Millions","14.09829","","","","","","","","","","","","","","","","","12.584436","","","","","","","","","","","","","","","","","13.046004","","","","","","","","","","","","","","","","","10.539902","","","","","","","","","","","","","","","","","13.109308","","","","","","","","","","","","","","","","","9.59657","","","","","","","","","","","","","","","","","22.91139","","","","","","","","","","","","","","","","","18.85513","","","","","","","","","","","","","","","","","18.343625","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LKA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Sri Lanka","Annual","Millions","457.026112","","","","","","","","","","","","","","","","","624.809897","","","","","","","","","","","","","","","","","983.840772","","","","","","","","","","","","","","","","","300.109742","","","","","","","","","","","","","","","","","122.463749","","","","","","","","","","","","","","","","","39.374341","","","","","","","","","","","","","","","","","-84.890981","","","","","","","","","","","","","","","","","-81.179681","","","","","","","","","","","","","","","","","-32.969333","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MWI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Malawi","Annual","Millions","6.485345","","","","","","","","","","","","","","","","","8.287028","","","","","","","","","","","","","","","","","12.102683","","","","","","","","","","","","","","","","","15.372297","","","","","","","","","","","","","","","","","11.19888","","","","","","","","","","","","","","","","","29.620388","","","","","","","","","","","","","","","","","27.695784","","","","","","","","","","","","","","","","","15.816481","","","","","","","","","","","","","","","","","9.444603","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BRN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Brunei Darussalam","Annual","Millions","-1655.468119","","","","","","","","","","","","","","","","","-1603.549141","","","","","","","","","","","","","","","","","-2171.413775","","","","","","","","","","","","","","","","","-2339.049691","","","","","","","","","","","","","","","","","-1632.329181","","","","","","","","","","","","","","","","","-2013.517918","","","","","","","","","","","","","","","","","-2484.820997","","","","","","","","","","","","","","","","","-1904.904686","","","","","","","","","","","","","","","","","-1801.531422","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.TX910.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Other Countries n.i.e.","Annual","Millions","16.046414","","","","","","","","","","","","","","","","","13.867198","","","","","","","","","","","","","","","","","17.021061","","","","","","","","","","","","","","","","","14.080798","","","","","","","","","","","","","","","","","11.364069","","","","","","","","","","","","","","","","","4.87595","","","","","","","","","","","","","","","","","7.325935","","","","","","","","","","","","","","","","","8.680517","","","","","","","","","","","","","","","","","13.428546","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TX910.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Other Countries n.i.e.","Annual","Millions","45.021171","","","","","","","","","","","","","","","","","42.078853","","","","","","","","","","","","","","","","","38.869161","","","","","","","","","","","","","","","","","35.942932","","","","","","","","","","","","","","","","","12.764551","","","","","","","","","","","","","","","","","14.616336","","","","","","","","","","","","","","","","","15.470668","","","","","","","","","","","","","","","","","15.84249","","","","","","","","","","","","","","","","","11.776518","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.AGO.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Angola","Annual","Millions","12.058689","","","","","","","","","","","","","","","","","-228.036931","","","","","","","","","","","","","","","","","-315.621243","","","","","","","","","","","","","","","","","-32.218985","","","","","","","","","","","","","","","","","28.811807","","","","","","","","","","","","","","","","","51.19874","","","","","","","","","","","","","","","","","-97.805738","","","","","","","","","","","","","","","","","45.496839","","","","","","","","","","","","","","","","","50.882531","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.LUX.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Luxembourg","Annual","Millions","358.471273","","","","","","","","","","","","","","","","","586.377761","","","","","","","","","","","","","","","","","612.211931","","","","","","","","","","","","","","","","","468.806197","","","","","","","","","","","","","","","","","379.040498","","","","","","","","","","","","","","","","","581.158768","","","","","","","","","","","","","","","","","663.226145","","","","","","","","","","","","","","","","","580.090396","","","","","","","","","","","","","","","","","398.446674","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SRB.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Serbia, Republic of","Annual","Millions","15.60791","","","","","","","","","","","","","","","","","12.963629","","","","","","","","","","","","","","","","","23.39295","","","","","","","","","","","","","","","","","21.690284","","","","","","","","","","","","","","","","","21.25316","","","","","","","","","","","","","","","","","46.805182","","","","","","","","","","","","","","","","","50.333043","","","","","","","","","","","","","","","","","49.563729","","","","","","","","","","","","","","","","","56.865878","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.VEN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Venezuela, República Bolivariana de","Annual","Millions","74.507647","","","","","","","","","","","","","","","","","154.275965","","","","","","","","","","","","","","","","","29.493419","","","","","","","","","","","","","","","","","37.342982","","","","","","","","","","","","","","","","","37.402384","","","","","","","","","","","","","","","","","53.051662","","","","","","","","","","","","","","","","","27.925076","","","","","","","","","","","","","","","","","13.332615","","","","","","","","","","","","","","","","","15.488221","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.LCA.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","St. Lucia","Annual","Millions","12.53851","","","","","","","","","","","","","","","","","13.003984","","","","","","","","","","","","","","","","","12.748395","","","","","","","","","","","","","","","","","13.374578","","","","","","","","","","","","","","","","","7.540925","","","","","","","","","","","","","","","","","10.557817","","","","","","","","","","","","","","","","","12.560335","","","","","","","","","","","","","","","","","19.332869","","","","","","","","","","","","","","","","","23.381849","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ECU.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Ecuador","Annual","Millions","-259.702086","","","","","","","","","","","","","","","","","-348.098462","","","","","","","","","","","","","","","","","-551.112203","","","","","","","","","","","","","","","","","-658.881964","","","","","","","","","","","","","","","","","-625.95895","","","","","","","","","","","","","","","","","-830.653334","","","","","","","","","","","","","","","","","-1557.855595","","","","","","","","","","","","","","","","","-691.634423","","","","","","","","","","","","","","","","","-865.579701","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.AUT.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Austria","Annual","Millions","-668.902854","","","","","","","","","","","","","","","","","-435.826571","","","","","","","","","","","","","","","","","-545.743513","","","","","","","","","","","","","","","","","-909.076304","","","","","","","","","","","","","","","","","-916.630502","","","","","","","","","","","","","","","","","-1012.560895","","","","","","","","","","","","","","","","","-937.156195","","","","","","","","","","","","","","","","","-629.571898","","","","","","","","","","","","","","","","","-865.201802","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.HUN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Hungary","Annual","Millions","224.153761","","","","","","","","","","","","","","","","","359.189794","","","","","","","","","","","","","","","","","595.86141","","","","","","","","","","","","","","","","","768.176494","","","","","","","","","","","","","","","","","520.373425","","","","","","","","","","","","","","","","","561.521073","","","","","","","","","","","","","","","","","343.465685","","","","","","","","","","","","","","","","","415.300101","","","","","","","","","","","","","","","","","96.967386","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GRL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Greenland","Annual","Millions","-52.813126","","","","","","","","","","","","","","","","","-45.690099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-32.153484","","","","","","","","","","","","","","","","","-77.27056","","","","","","","","","","","","","","","","","-73.450604","","","","","","","","","","","","","","","","","-79.831257","","","","","","","","","","","","","","","","","-79.478839","","","","","","","","","","","","","","","","","-76.680342","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.DJI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Djibouti","Annual","Millions","33.741591","","","","","","","","","","","","","","","","","51.8224","","","","","","","","","","","","","","","","","34.861298","","","","","","","","","","","","","","","","","51.857785","","","","","","","","","","","","","","","","","95.953627","","","","","","","","","","","","","","","","","66.167246","","","","","","","","","","","","","","","","","88.746624","","","","","","","","","","","","","","","","","45.077654","","","","","","","","","","","","","","","","","61.907934","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NLD.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Netherlands, The","Annual","Millions","9449.191492","","","","","","","","","","","","","","","","","10045.660795","","","","","","","","","","","","","","","","","9542.418652","","","","","","","","","","","","","","","","","8730.623315","","","","","","","","","","","","","","","","","7699.36775","","","","","","","","","","","","","","","","","9345.432758","","","","","","","","","","","","","","","","","8910.876471","","","","","","","","","","","","","","","","","10085.091223","","","","","","","","","","","","","","","","","7873.395287","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SVN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Slovenia, Republic of","Annual","Millions","-22.697182","","","","","","","","","","","","","","","","","-48.975173","","","","","","","","","","","","","","","","","-46.226504","","","","","","","","","","","","","","","","","35.383469","","","","","","","","","","","","","","","","","9.130112","","","","","","","","","","","","","","","","","59.759184","","","","","","","","","","","","","","","","","7.811381","","","","","","","","","","","","","","","","","-124.307927","","","","","","","","","","","","","","","","","-467.125983","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MYS.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Malaysia","Annual","Millions","-5156.627184","","","","","","","","","","","","","","","","","-6502.045722","","","","","","","","","","","","","","","","","-4990.936009","","","","","","","","","","","","","","","","","-4346.630053","","","","","","","","","","","","","","","","","-3353.231908","","","","","","","","","","","","","","","","","-4034.914334","","","","","","","","","","","","","","","","","-9526.17367","","","","","","","","","","","","","","","","","-6254.882208","","","","","","","","","","","","","","","","","-5150.798524","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.G505.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Emerging and Developing Asia","Annual","Millions","-47374.917881","","","","","","","","","","","","","","","","","-38360.21176","","","","","","","","","","","","","","","","","-34529.96822","","","","","","","","","","","","","","","","","-42978.643938","","","","","","","","","","","","","","","","","-34856.002333","","","","","","","","","","","","","","","","","-25916.620427","","","","","","","","","","","","","","","","","-67381.937616","","","","","","","","","","","","","","","","","-64512.671638","","","","","","","","","","","","","","","","","-59375.100587","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.KEN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Kenya","Annual","Millions","688.46614","","","","","","","","","","","","","","","","","703.010304","","","","","","","","","","","","","","","","","830.191822","","","","","","","","","","","","","","","","","783.211139","","","","","","","","","","","","","","","","","652.786872","","","","","","","","","","","","","","","","","947.301146","","","","","","","","","","","","","","","","","897.210101","","","","","","","","","","","","","","","","","861.37621","","","","","","","","","","","","","","","","","928.601308","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MDG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Madagascar, Republic of","Annual","Millions","-88.398118","","","","","","","","","","","","","","","","","-146.950672","","","","","","","","","","","","","","","","","-227.736317","","","","","","","","","","","","","","","","","-136.515778","","","","","","","","","","","","","","","","","-110.108143","","","","","","","","","","","","","","","","","-158.469014","","","","","","","","","","","","","","","","","-431.422068","","","","","","","","","","","","","","","","","-350.865645","","","","","","","","","","","","","","","","","-183.429465","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.PRK.Q","OBS_VALUE","Japan","Trade balance goods, US dollar","Korea, Democratic People's Republic of","Quarterly","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.003111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.PRK.M","OBS_VALUE","Japan","Trade balance goods, US dollar","Korea, Democratic People's Republic of","Monthly","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.003111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GHA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Ghana","Annual","Millions","-58.984787","","","","","","","","","","","","","","","","","-62.925338","","","","","","","","","","","","","","","","","27.049544","","","","","","","","","","","","","","","","","-11.54981","","","","","","","","","","","","","","","","","7.27806","","","","","","","","","","","","","","","","","49.187254","","","","","","","","","","","","","","","","","-39.878918","","","","","","","","","","","","","","","","","-40.396745","","","","","","","","","","","","","","","","","-94.225726","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.AUS.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Australia","Annual","Millions","-16240.295463","","","","","","","","","","","","","","","","","-22970.725744","","","","","","","","","","","","","","","","","-28576.593109","","","","","","","","","","","","","","","","","-30962.199521","","","","","","","","","","","","","","","","","-23491.155754","","","","","","","","","","","","","","","","","-36401.235568","","","","","","","","","","","","","","","","","-71057.124306","","","","","","","","","","","","","","","","","-48745.469651","","","","","","","","","","","","","","","","","-36929.210552","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.DZA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Algeria","Annual","Millions","-103.63755","","","","","","","","","","","","","","","","","-158.919747","","","","","","","","","","","","","","","","","-68.521147","","","","","","","","","","","","","","","","","-132.978236","","","","","","","","","","","","","","","","","-52.674966","","","","","","","","","","","","","","","","","-462.03687","","","","","","","","","","","","","","","","","-412.648454","","","","","","","","","","","","","","","","","-409.490925","","","","","","","","","","","","","","","","","47.40852","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MLT.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Malta","Annual","Millions","350.386856","","","","","","","","","","","","","","","","","264.681734","","","","","","","","","","","","","","","","","507.9342","","","","","","","","","","","","","","","","","-88.119244","","","","","","","","","","","","","","","","","-57.007351","","","","","","","","","","","","","","","","","25.898621","","","","","","","","","","","","","","","","","41.385175","","","","","","","","","","","","","","","","","-8.905627","","","","","","","","","","","","","","","","","-42.768501","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CHL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Chile","Annual","Millions","-3764.524103","","","","","","","","","","","","","","","","","-4611.138771","","","","","","","","","","","","","","","","","-5429.66622","","","","","","","","","","","","","","","","","-4682.755762","","","","","","","","","","","","","","","","","-5542.758138","","","","","","","","","","","","","","","","","-5550.055453","","","","","","","","","","","","","","","","","-5569.935483","","","","","","","","","","","","","","","","","-5757.028039","","","","","","","","","","","","","","","","","-6545.347388","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.G080.A","OBS_VALUE","Japan","Trade balance goods, US dollar","EMDEs by Source of Export Earnings: Fuel","Annual","Millions","-46570.634602","","","","","","","","","","","","","","","","","-66027.633635","","","","","","","","","","","","","","","","","-86385.363327","","","","","","","","","","","","","","","","","-71864.073212","","","","","","","","","","","","","","","","","-43669.401471","","","","","","","","","","","","","","","","","-69609.240154","","","","","","","","","","","","","","","","","-112785.598101","","","","","","","","","","","","","","","","","-77155.17726","","","","","","","","","","","","","","","","","-65089.146275","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SDN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Sudan","Annual","Millions","25.700941","","","","","","","","","","","","","","","","","48.254325","","","","","","","","","","","","","","","","","33.502899","","","","","","","","","","","","","","","","","20.121481","","","","","","","","","","","","","","","","","27.310162","","","","","","","","","","","","","","","","","33.392484","","","","","","","","","","","","","","","","","37.333804","","","","","","","","","","","","","","","","","23.681101","","","","","","","","","","","","","","","","","38.828685","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.VNM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Vietnam","Annual","Millions","-3243.824053","","","","","","","","","","","","","","","","","-3448.855132","","","","","","","","","","","","","","","","","-4691.606395","","","","","","","","","","","","","","","","","-5980.038902","","","","","","","","","","","","","","","","","-4989.135439","","","","","","","","","","","","","","","","","-3841.01771","","","","","","","","","","","","","","","","","-7737.45597","","","","","","","","","","","","","","","","","-8638.534689","","","","","","","","","","","","","","","","","-9677.668955","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ATG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Antigua and Barbuda","Annual","Millions","17.446915","","","","","","","","","","","","","","","","","12.160836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.618845","","","","","","","","","","","","","","","","","8.181092","","","","","","","","","","","","","","","","","5.614375","","","","","","","","","","","","","","","","","10.670126","","","","","","","","","","","","","","","","","18.99988","","","","","","","","","","","","","","","","","19.05189","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.GX405.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Middle East","Annual","Millions","22942.277552","","","","","","","","","","","","","","","","","19873.955719","","","","","","","","","","","","","","","","","20943.905419","","","","","","","","","","","","","","","","","20902.243116","","","","","","","","","","","","","","","","","16391.081372","","","","","","","","","","","","","","","","","18103.573612","","","","","","","","","","","","","","","","","20418.189645","","","","","","","","","","","","","","","","","24651.390826","","","","","","","","","","","","","","","","","27056.266031","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TCD.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Chad","Annual","Millions","-56.512894","","","","","","","","","","","","","","","","","3.752705","","","","","","","","","","","","","","","","","2.789962","","","","","","","","","","","","","","","","","4.083624","","","","","","","","","","","","","","","","","1.508796","","","","","","","","","","","","","","","","","2.992889","","","","","","","","","","","","","","","","","1.700317","","","","","","","","","","","","","","","","","0.503327","","","","","","","","","","","","","","","","","2.728862","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ISR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Israel","Annual","Millions","709.93731","","","","","","","","","","","","","","","","","795.668588","","","","","","","","","","","","","","","","","763.681442","","","","","","","","","","","","","","","","","447.857614","","","","","","","","","","","","","","","","","278.358296","","","","","","","","","","","","","","","","","427.320842","","","","","","","","","","","","","","","","","204.861512","","","","","","","","","","","","","","","","","-185.78684","","","","","","","","","","","","","","","","","-23.655777","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.FIN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Finland","Annual","Millions","-1029.332152","","","","","","","","","","","","","","","","","-1256.670236","","","","","","","","","","","","","","","","","-1451.452475","","","","","","","","","","","","","","","","","-1329.01126","","","","","","","","","","","","","","","","","-1207.919908","","","","","","","","","","","","","","","","","-1474.72406","","","","","","","","","","","","","","","","","-1747.162785","","","","","","","","","","","","","","","","","-1149.909558","","","","","","","","","","","","","","","","","-970.21168","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.HTI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Haiti","Annual","Millions","33.718456","","","","","","","","","","","","","","","","","48.869499","","","","","","","","","","","","","","","","","62.600619","","","","","","","","","","","","","","","","","16.494204","","","","","","","","","","","","","","","","","13.500306","","","","","","","","","","","","","","","","","23.583427","","","","","","","","","","","","","","","","","16.186832","","","","","","","","","","","","","","","","","6.626561","","","","","","","","","","","","","","","","","0.759804","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.KOS.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Kosovo, Republic of","Annual","Millions","0.368521","","","","","","","","","","","","","","","","","0.19957","","","","","","","","","","","","","","","","","-0.160016","","","","","","","","","","","","","","","","","-0.165006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.585218","","","","","","","","","","","","","","","","","1.015969","","","","","","","","","","","","","","","","","0.788217","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CRI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Costa Rica","Annual","Millions","17.265527","","","","","","","","","","","","","","","","","-36.793378","","","","","","","","","","","","","","","","","-108.225956","","","","","","","","","","","","","","","","","-170.710109","","","","","","","","","","","","","","","","","-188.561877","","","","","","","","","","","","","","","","","-130.950993","","","","","","","","","","","","","","","","","2.618163","","","","","","","","","","","","","","","","","-55.14864","","","","","","","","","","","","","","","","","14.638004","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.G110.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Advanced Economies","Annual","Millions","118939.295796","","","","","","","","","","","","","","","","","120823.113901","","","","","","","","","","","","","","","","","98694.900807","","","","","","","","","","","","","","","","","88299.296491","","","","","","","","","","","","","","","","","82436.353218","","","","","","","","","","","","","","","","","80129.670833","","","","","","","","","","","","","","","","","31164.530045","","","","","","","","","","","","","","","","","65685.616244","","","","","","","","","","","","","","","","","80042.944091","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NPL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Nepal","Annual","Millions","32.495135","","","","","","","","","","","","","","","","","22.018952","","","","","","","","","","","","","","","","","41.931116","","","","","","","","","","","","","","","","","28.266528","","","","","","","","","","","","","","","","","37.730862","","","","","","","","","","","","","","","","","33.013374","","","","","","","","","","","","","","","","","23.540845","","","","","","","","","","","","","","","","","20.749699","","","","","","","","","","","","","","","","","5.467246","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.DMA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Dominica","Annual","Millions","183.156766","","","","","","","","","","","","","","","","","121.816795","","","","","","","","","","","","","","","","","7.067704","","","","","","","","","","","","","","","","","7.628615","","","","","","","","","","","","","","","","","2.924092","","","","","","","","","","","","","","","","","4.260898","","","","","","","","","","","","","","","","","3.855889","","","","","","","","","","","","","","","","","5.275989","","","","","","","","","","","","","","","","","5.559113","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GRC.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Greece","Annual","Millions","109.137121","","","","","","","","","","","","","","","","","143.887724","","","","","","","","","","","","","","","","","212.00942","","","","","","","","","","","","","","","","","31.23901","","","","","","","","","","","","","","","","","-519.856014","","","","","","","","","","","","","","","","","-339.701284","","","","","","","","","","","","","","","","","-424.119063","","","","","","","","","","","","","","","","","-360.078141","","","","","","","","","","","","","","","","","-251.736925","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.KGZ.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Kyrgyz Republic","Annual","Millions","8.139993","","","","","","","","","","","","","","","","","20.225725","","","","","","","","","","","","","","","","","-20.451695","","","","","","","","","","","","","","","","","18.001763","","","","","","","","","","","","","","","","","14.286018","","","","","","","","","","","","","","","","","10.601601","","","","","","","","","","","","","","","","","34.477477","","","","","","","","","","","","","","","","","25.030933","","","","","","","","","","","","","","","","","42.729012","","","","","","","","","","","","","","","","","","","","","","","","","",""
