"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NGA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Nigeria","Annual","Millions","-523.214541","-463.931234","-593.684538","-118.011145","-401.699404","-470.270786","-998.094095","-197.596056","-478.316756"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ALB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Albania","Annual","Millions","-2.590754","-7.619249","-10.292136","-16.948801","-14.662699","-31.875566","-57.651622","-18.299829","-17.784243"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BIH.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Bosnia and Herzegovina","Annual","Millions","-2.709379","-2.96376","-7.430146","-5.444588","-9.488728","-7.331571","-8.381316","-13.671681","-9.192813"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.PYF.A","OBS_VALUE","Japan","Trade balance goods, US dollar","French Polynesia","Annual","Millions","-65.093314","-74.801806","-69.851462","-50.152494","3.771381","-5.922873","-21.326183","-67.950239","-59.733816"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TON.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Tonga","Annual","Millions","2.36713","3.875143","11.89668","11.30211","6.298325","8.672193","10.786508","9.541745","16.967877"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.NOR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Norway","Annual","Millions","1751.177837","1780.266731","1831.705779","1876.982588","1467.183888","1686.066373","1659.22853","1431.047495","1240.78562"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.CRI.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Costa Rica","Annual","Millions","305.142853","345.718277","386.808999","421.161422","393.9308","437.431062","457.288513","536.633465","570.48574"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.BLR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Belarus, Republic of","Annual","Millions","17.949648","20.020293","19.597389","35.016534","29.073993","20.246271","9.234572","2.723197","3.689152"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.HTI.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Haiti","Annual","Millions","4.148108","2.959487","4.122515","4.30999","2.972062","4.431998","4.004776","3.489295","2.391644"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.G110.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Advanced Economies","Annual","Millions","370623.293195","396942.375998","409575.918166","393362.022502","349802.27991","406745.610752","412745.181163","403899.415526","398507.341434"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BEL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Belgium","Annual","Millions","3225.215276","3142.570696","3739.683361","4254.190407","3288.968845","813.929268","293.694189","2882.027046","2457.896692"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.BRN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Brunei Darussalam","Annual","Millions","1738.555885","1688.439931","2270.594472","2471.049208","1735.486297","2241.093076","2544.493591","1960.912897","1858.403423"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TLS.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Timor-Leste, Democratic Republic of","Annual","Millions","4.154032","3.870958","6.24291","-3.468948","-7.231432","-57.072313","-65.525449","-14.132323","15.755989"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.VEN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Venezuela, República Bolivariana de","Annual","Millions","29.550295","-81.324926","-9.828491","-1.759395","-19.568694","-34.987851","5.786493","44.901518","53.962465"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.USA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","United States","Annual","Millions","61125.343477","61239.997008","57030.465531","59147.613121","46650.424256","53110.673339","48792.253914","61022.722667","56584.255027"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GX901.A","OBS_VALUE","Japan","Trade balance goods, US dollar","CIS","Annual","Millions","-5959.038676","-8529.797546","-8948.128152","-7397.760841","-4910.175891","-6214.751903","-10122.857029","-3223.536935","-1910.16517"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.LKA.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Sri Lanka","Annual","Millions","240.336654","251.977802","273.439993","333.002738","245.11755","284.565422","289.84728","248.005361","260.048152"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TKM.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Turkmenistan","Annual","Millions","405.838166","81.489957","17.694842","12.284824","114.886112","36.795499","48.383527","175.269687","36.877003"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.GUM.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Guam","Annual","Millions","217.753414","219.901846","258.693059","238.483803","129.775332","156.631388","154.958209","139.063573","111.407697"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SGP.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Singapore","Annual","Millions","19804.889352","22649.463042","23421.603533","20156.982425","17632.953964","20030.70464","22335.640506","18810.345687","19801.850247"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SYR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Syrian Arab Republic","Annual","Millions","22.814621","16.558646","20.839","14.352472","9.063111","7.042895","3.764186","3.580938","3.874353"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.FRA.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","France","Annual","Millions","10243.93775","10400.716935","11030.407254","12040.281974","9255.484478","11562.313518","10147.552062","10584.613789","11075.944999"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.GTM.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Guatemala","Annual","Millions","219.893127","189.198517","156.637903","150.340781","170.330143","169.609991","193.363849","178.28561","161.533745"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.ITA.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Italy","Annual","Millions","8767.852132","10320.791318","11424.154743","11602.862127","10494.245956","11584.765989","11773.92905","11980.570143","12156.346931"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.DEU.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Germany","Annual","Millions","17654.135345","18946.33684","20893.261163","20229.507656","17402.404995","20749.657285","19556.431374","19329.512118","17386.941485"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.COD.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Congo, Democratic Republic of the","Annual","Millions","41.454782","36.797331","57.142228","75.646718","58.976321","82.622958","115.380231","162.338976","163.128836"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.OMN.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Oman","Annual","Millions","2538.498029","2330.829118","2029.170324","2117.155097","1288.301408","1178.47686","1205.84423","1217.418114","1344.909879"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TON.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Tonga","Annual","Millions","5.232596","6.325261","13.443645","12.74674","7.333632","9.202344","11.283391","9.743975","17.130777"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.PNG.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Papua New Guinea","Annual","Millions","2005.272423","2423.037357","2316.935673","2630.1279","2054.480305","3008.415919","4562.107946","3213.577427","3037.558301"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.BHR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Bahrain, Kingdom of","Annual","Millions","275.806143","378.3145","1237.864133","1173.654094","491.203022","1233.397484","1351.233768","778.823669","431.005328"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.HND.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Honduras","Annual","Millions","23.455059","35.743166","46.217204","59.324807","56.62579","63.054416","117.434744","84.633858","64.021131"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.COD.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Congo, Democratic Republic of the","Annual","Millions","10.134758","3.750701","2.856098","6.115074","22.891498","16.754659","24.223571","35.576721","21.688263"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.OMN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Oman","Annual","Millions","1753.334448","1876.334898","2918.596256","2735.061444","1459.930972","1420.785415","3170.01161","2499.119583","2554.364048"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.DEU.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Germany","Annual","Millions","22035.454586","23426.086146","25977.928017","24931.965611","21209.497644","23643.78904","22750.587366","22505.900509","21298.626921"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.AZE.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Azerbaijan, Republic of","Annual","Millions","3.285542","4.09673","8.582424","4.477357","44.334859","4.918766","10.599947","12.881121","15.071626"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.JOR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Jordan","Annual","Millions","35.962701","47.569169","50.942095","35.328458","30.898554","46.304717","162.779391","91.737653","67.469083"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.KHM.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Cambodia","Annual","Millions","306.941651","358.077851","421.424711","562.43824","484.802801","578.270391","511.696068","501.788091","576.811488"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.ASM.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","American Samoa","Annual","Millions","1.575686","2.054991","2.246046","1.765025","5.114939","2.990932","3.160499","2.333628","2.438905"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.KHM.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Cambodia","Annual","Millions","1205.103147","1255.789742","1605.498522","1727.390478","1615.021733","1728.946827","1925.781812","1915.773151","2128.214618"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MKD.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","North Macedonia, Republic of","Annual","Millions","6.701102","5.860913","6.950704","5.510379","","","13.708414","12.194798","11.060705"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.JOR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Jordan","Annual","Millions","633.679889","546.974178","426.400587","506.579385","564.927971","439.836795","523.103135","495.412083","488.229512"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.CIV.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Côte d'Ivoire","Annual","Millions","14.716726","13.341784","16.143456","12.365548","10.659944","12.696407","15.521059","14.77337","54.931969"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.GIN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Guinea","Annual","Millions","1.124398","1.39202","","0.032981","1.144989","5.804527","11.275685","13.24118","10.230788"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.CIV.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Côte d'Ivoire","Annual","Millions","50.693938","66.579948","77.781569","52.184593","49.804351","93.33872","61.452772","80.267317","51.48151"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.GAB.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Gabon","Annual","Millions","27.248242","19.935974","26.640592","31.556614","20.954184","25.948209","32.880398","34.601231","21.978624"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.RUS.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Russian Federation","Annual","Millions","11268.665443","13855.372349","15583.526692","14345.567518","10728.087581","13964.252156","15139.009078","7458.987969","5702.14113"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.DZA.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Algeria","Annual","Millions","319.909399","304.042295","193.4964","373.296281","252.313917","549.929975","626.380987","488.701278","91.041035"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SDN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Sudan","Annual","Millions","24.001719","7.024427","6.257623","12.002484","10.261356","13.563519","15.957697","13.997054","11.310644"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.AUS.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Australia","Annual","Millions","30409.506608","38984.934654","45687.277357","45452.889556","35622.870776","51642.173712","87576.314067","65494.524192","52911.282823"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.ZMB.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Zambia","Annual","Millions","24.580917","178.90934","168.626283","142.598575","18.750988","17.340465","26.0164","11.34956","10.151531"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SLE.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Sierra Leone","Annual","Millions","1.786338","1.99377","12.168162","16.051393","27.963321","11.80511","22.399731","35.75615","44.189835"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.POL.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Poland, Republic of","Annual","Millions","1152.285834","1152.250603","953.594146","1039.685073","942.031002","1166.36683","1291.741003","1085.395357","1207.098171"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.THA.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Thailand","Annual","Millions","27413.691955","29437.378332","32263.932566","30190.990797","25418.07861","33007.610247","32475.486821","29327.94464","26596.030919"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.PER.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Peru","Annual","Millions","1322.229425","1998.16552","2460.444513","2476.375032","2182.115124","2774.882815","3087.849105","2587.10694","3286.839598"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.CMR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Cameroon","Annual","Millions","27.142262","23.306031","19.879937","20.846551","30.105413","31.002728","36.881893","37.617781","33.340582"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MAC.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Macao Special Administrative Region, People's Republic of China","Annual","Millions","27.553744","22.571143","10.796276","18.018746","14.548512","20.068834","21.260786","12.955166","11.684496"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TJK.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Tajikistan, Republic of","Annual","Millions","3.650818","5.904111","12.713949","19.715236","3.651924","24.850841","23.877304","34.110751","14.263332"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.PER.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Peru","Annual","Millions","719.418496","757.93188","738.157582","700.239463","465.754394","702.697851","739.743508","791.20816","783.247099"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.CMR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Cameroon","Annual","Millions","4.507983","4.089511","3.927691","32.816878","6.575303","7.256109","8.29036","8.524712","44.61832"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.AFG.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Afghanistan, Islamic Republic of","Annual","Millions","0.432901","0.235986","0.891474","0.8157","1.071734","0.31066","0.39229","1.476749","1.209135"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CUB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Cuba","Annual","Millions","28.974757","28.211655","21.8481","21.862134","1.400482","9.740386","8.147844","7.161973","-1.652028"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.FJI.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Fiji, Republic of","Annual","Millions","115.279913","72.567383","95.92854","76.908083","41.836312","49.551532","60.621176","82.904779","88.778064"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SWE.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Sweden","Annual","Millions","1442.850323","1373.939128","1434.491943","1461.102387","1248.504846","1325.334808","1431.680229","1688.406611","1496.929085"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MEX.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Mexico","Annual","Millions","10682.134978","11271.390022","11610.830562","10636.913428","8367.821064","10831.603925","10905.350141","13087.420024","12275.117809"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.LSO.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Lesotho, Kingdom of","Annual","Millions","5.77857","8.913796","10.798105","10.147076","9.253508","8.147636","7.151627","12.399195","9.813495"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.BMU.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Bermuda","Annual","Millions","266.949574","10.059935","8.304064","7.909117","8.440177","12.019326","10.968129","12.408842","11.66589"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.KEN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Kenya","Annual","Millions","58.219309","60.464408","68.174787","71.364956","67.873096","77.049825","67.766559","85.526004","82.066951"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.LUX.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Luxembourg","Annual","Millions","73.018162","73.298721","90.443788","89.205585","82.667699","102.110022","83.176907","73.927611","60.435626"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.BGD.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Bangladesh","Annual","Millions","1215.194562","1167.730911","1442.866225","1473.207876","1312.418718","1446.358685","1703.402279","1578.165375","1532.084988"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.NCL.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","New Caledonia","Annual","Millions","169.066142","164.981334","222.649156","217.93486","208.48001","228.697477","360.289355","181.042458","121.659649"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SRB.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Serbia, Republic of","Annual","Millions","256.253206","267.862695","364.046404","348.518161","611.786928","751.449753","571.447698","382.264152","297.286364"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.G505.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Emerging and Developing Asia","Annual","Millions","202687.855467","229887.591476","251573.977166","236513.782528","228029.938438","274873.759497","259587.834411","232634.872393","228237.270475"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.VUT.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Vanuatu","Annual","Millions","71.090577","68.982838","67.387379","55.299829","41.907451","51.034476","59.035846","37.415527","35.292083"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.G505.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Emerging and Developing Asia","Annual","Millions","250062.773348","268247.803236","286103.945386","279492.426466","262885.940771","300790.379924","326969.772027","297147.544031","287612.371062"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.BHR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Bahrain, Kingdom of","Annual","Millions","743.160591","679.518383","644.97946","620.746771","596.086919","522.24954","459.132457","635.104607","602.319661"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.ISR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Israel","Annual","Millions","1291.881116","1128.916044","1401.883492","1217.97383","1232.034946","1293.089621","1271.397853","1497.099895","1439.955449"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.LVA.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Latvia, Republic of","Annual","Millions","86.215489","71.539572","80.187444","81.563496","80.987092","91.516256","128.186601","75.626684","86.15391"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SAU.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Saudi Arabia","Annual","Millions","19584.33139","27743.473186","33771.595213","27628.943884","18411.289736","27383.124354","42177.348642","34448.129226","29862.726841"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.GBR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","United Kingdom","Annual","Millions","6511.105707","7066.144188","8226.939932","8144.803515","6017.92939","6888.182802","6847.417422","7096.955077","7939.944718"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.DNK.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Denmark","Annual","Millions","2058.507946","2068.161496","2248.537307","2343.850418","2222.812453","2351.713063","2411.22653","2209.592269","1987.003051"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.URY.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Uruguay","Annual","Millions","58.799468","48.994921","12.105648","27.77494","35.900614","53.673914","68.950034","67.287548","77.538621"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.COG.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Congo, Republic of","Annual","Millions","24.167137","1.599022","1.750077","3.494994","0.721905","4.218457","3.547538","3.975653","1.615873"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.TUR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Türkiye, Republic of","Annual","Millions","561.91487","631.202543","756.195571","765.291717","689.423597","803.093607","1020.088738","1112.209075","987.043248"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.FJI.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Fiji, Republic of","Annual","Millions","37.680087","42.719265","40.753437","41.709859","30.803776","25.863583","35.727949","19.040152","23.862089"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.LSO.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Lesotho, Kingdom of","Annual","Millions","0.36705","0.514029","0.47289","1.176434","0.419775","0.745643","0.8","1.320322","0.215132"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MRT.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Mauritania, Islamic Republic of","Annual","Millions","128.697998","177.872837","218.562703","230.959469","183.860931","270.201462","189.50964","206.643592","129.258096"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.TON.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Tonga","Annual","Millions","2.865466","2.450118","1.546965","1.44463","1.035307","0.530151","0.496883","0.20223","0.1629"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.PRT.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Portugal","Annual","Millions","284.312351","311.068265","331.04775","367.461341","424.850651","454.258145","423.48891","596.066909","660.817156"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.ZWE.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Zimbabwe","Annual","Millions","13.524356","7.759709","14.882055","22.599279","33.785633","26.463964","26.279631","20.592994","18.05783"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.G603.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Sub-Saharan Africa (SSA)","Annual","Millions","6284.608615","7295.02482","7838.285187","7266.477859","7383.853006","12167.068281","13246.929681","9463.315884","8300.011112"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.ARE.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","United Arab Emirates","Annual","Millions","17301.163564","20731.243269","27525.516314","26214.174238","16337.059232","26979.854707","45331.069267","36892.821405","36875.889025"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.AUT.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Austria","Annual","Millions","1689.136753","1596.61312","1866.151775","2129.073488","1973.224642","2251.748025","2284.349922","2197.641769","2162.948901"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.HUN.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Hungary","Annual","Millions","1458.472062","1508.305263","1645.040807","1696.230164","1584.300992","1742.191411","1510.310702","1699.348176","1343.597609"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.G998.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","European Union (EU)","Annual","Millions","60080.870283","63517.948008","69607.042975","68303.030134","58823.714346","69868.776806","71259.17597","73901.764635","65994.164175"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.G200.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Emerging Market and Developing Economies","Annual","Millions","355154.221074","395018.552117","437431.468012","415708.655663","363792.812418","442094.46376","515426.04109","447480.522638","424577.362678"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.SLB.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Solomon Islands","Annual","Millions","5.1828","5.320687","6.094116","3.086119","0.801434","0.285786","1.534525","1.387785","0.58105"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MNE.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Montenegro","Annual","Millions","2.205431","19.981085","9.896296","4.996919","1.947879","3.752635","2.941868","2.821197","3.717532"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LCA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","St. Lucia","Annual","Millions","12.533242","12.937732","12.748395","13.374578","7.534828","10.497993","12.549521","19.307342","23.346823"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.GX605.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Africa","Annual","Millions","7669.558666","7474.158754","8105.549202","8963.050821","7900.582156","9566.999684","9678.177966","9859.047994","8664.943563"
