"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","COUNTERPART_COUNTRY","FREQUENCY","SCALE","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.KEN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Kenya","Annual","Millions","688.46614","703.010304","830.191822","783.211139","652.786872","947.301146","897.210101","861.37621","928.601308"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MDG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Madagascar, Republic of","Annual","Millions","-88.398118","-146.950672","-227.736317","-136.515778","-110.108143","-158.469014","-431.422068","-350.865645","-183.429465"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GHA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Ghana","Annual","Millions","-58.984787","-62.925338","27.049544","-11.54981","7.27806","49.187254","-39.878918","-40.396745","-94.225726"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.AUS.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Australia","Annual","Millions","-16240.295463","-22970.725744","-28576.593109","-30962.199521","-23491.155754","-36401.235568","-71057.124306","-48745.469651","-36929.210552"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.DZA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Algeria","Annual","Millions","-103.63755","-158.919747","-68.521147","-132.978236","-52.674966","-462.03687","-412.648454","-409.490925","47.40852"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.MLT.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Malta","Annual","Millions","350.386856","264.681734","507.9342","-88.119244","-57.007351","25.898621","41.385175","-8.905627","-42.768501"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CHL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Chile","Annual","Millions","-3764.524103","-4611.138771","-5429.66622","-4682.755762","-5542.758138","-5550.055453","-5569.935483","-5757.028039","-6545.347388"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.G080.A","OBS_VALUE","Japan","Trade balance goods, US dollar","EMDEs by Source of Export Earnings: Fuel","Annual","Millions","-46570.634602","-66027.633635","-86385.363327","-71864.073212","-43669.401471","-69609.240154","-112785.598101","-77155.17726","-65089.146275"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SDN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Sudan","Annual","Millions","25.700941","48.254325","33.502899","20.121481","27.310162","33.392484","37.333804","23.681101","38.828685"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.VNM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Vietnam","Annual","Millions","-3243.824053","-3448.855132","-4691.606395","-5980.038902","-4989.135439","-3841.01771","-7737.45597","-8638.534689","-9677.668955"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ATG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Antigua and Barbuda","Annual","Millions","17.446915","12.160836","","4.618845","8.181092","5.614375","10.670126","18.99988","19.05189"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.GX405.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Middle East","Annual","Millions","22942.277552","19873.955719","20943.905419","20902.243116","16391.081372","18103.573612","20418.189645","24651.390826","27056.266031"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TCD.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Chad","Annual","Millions","-56.512894","3.752705","2.789962","4.083624","1.508796","2.992889","1.700317","0.503327","2.728862"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ISR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Israel","Annual","Millions","709.93731","795.668588","763.681442","447.857614","278.358296","427.320842","204.861512","-185.78684","-23.655777"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.FIN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Finland","Annual","Millions","-1029.332152","-1256.670236","-1451.452475","-1329.01126","-1207.919908","-1474.72406","-1747.162785","-1149.909558","-970.21168"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.HTI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Haiti","Annual","Millions","33.718456","48.869499","62.600619","16.494204","13.500306","23.583427","16.186832","6.626561","0.759804"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.KOS.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Kosovo, Republic of","Annual","Millions","0.368521","0.19957","-0.160016","-0.165006","","","1.585218","1.015969","0.788217"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CRI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Costa Rica","Annual","Millions","17.265527","-36.793378","-108.225956","-170.710109","-188.561877","-130.950993","2.618163","-55.14864","14.638004"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.G110.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Advanced Economies","Annual","Millions","118939.295796","120823.113901","98694.900807","88299.296491","82436.353218","80129.670833","31164.530045","65685.616244","80042.944091"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.NPL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Nepal","Annual","Millions","32.495135","22.018952","41.931116","28.266528","37.730862","33.013374","23.540845","20.749699","5.467246"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.DMA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Dominica","Annual","Millions","183.156766","121.816795","7.067704","7.628615","2.924092","4.260898","3.855889","5.275989","5.559113"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GRC.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Greece","Annual","Millions","109.137121","143.887724","212.00942","31.23901","-519.856014","-339.701284","-424.119063","-360.078141","-251.736925"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.KGZ.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Kyrgyz Republic","Annual","Millions","8.139993","20.225725","-20.451695","18.001763","14.286018","10.601601","34.477477","25.030933","42.729012"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GNQ.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Equatorial Guinea, Republic of","Annual","Millions","-119.371866","-160.899772","-48.901023","-33.362158","2.709544","-163.193566","-112.678484","-162.620058","-193.564554"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SEN.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Senegal","Annual","Millions","54.721045","51.60154","61.287903","60.181534","58.381203","92.075588","78.85986","66.662697","60.25311"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.RWA.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Rwanda","Annual","Millions","6.265586","11.686704","11.24302","7.813477","9.09463","20.555437","10.072717","5.315881","6.372353"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MDA.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Moldova, Republic of","Annual","Millions","4.160977","2.30257","6.640922","3.477916","3.911122","5.766694","7.334296","5.612538","15.478129"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TZA.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Tanzania, United Republic of","Annual","Millions","220.761181","310.946265","318.818823","318.215273","254.603185","386.085132","462.44848","556.078635","505.661038"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.KWT.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Kuwait","Annual","Millions","1697.015957","1424.842598","1779.650683","1717.052118","1408.733162","1478.058169","1569.184737","1945.713779","1822.24352"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CYP.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Cyprus","Annual","Millions","183.958935","181.457994","160.622583","134.828775","152.978989","123.674299","250.273447","821.666169","547.223161"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.FRA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","France","Annual","Millions","-3996.070929","-4120.77448","-3957.600078","-5199.163543","-3616.360315","-4885.594799","-3700.055917","-3533.64631","-4385.081283"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.POL.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Poland, Republic of","Annual","Millions","543.652102","857.612763","1179.544905","1835.552237","1886.119613","2188.403449","2861.826621","3108.695555","2894.365913"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CAF.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Central African Republic","Annual","Millions","1.221235","1.455784","-0.053377","-0.16339","0.902132","0.693082","2.127692","1.487078","-0.582448"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.BDI.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Burundi","Annual","Millions","4.059956","4.101695","6.093659","8.66272","11.667172","11.463701","13.239986","10.958406","12.254786"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ARG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Argentina","Annual","Millions","-122.067977","12.502459","69.994384","85.811815","21.522092","-92.235055","-209.681549","62.179182","434.898795"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SYC.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Seychelles","Annual","Millions","-33.123017","-46.095046","-56.939001","-63.922564","-81.414062","-78.282591","-67.505285","-53.272141","-46.809878"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TKM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Turkmenistan","Annual","Millions","405.729171","81.383544","17.498137","11.660187","114.807722","36.705876","48.208953","175.154568","36.679739"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CZE.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Czech Republic","Annual","Millions","468.44604","555.528737","604.895414","471.884893","394.692466","537.067395","689.781905","767.235848","567.5539"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SOM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Somalia","Annual","Millions","-4.815557","-7.426224","-8.140193","-14.513819","-12.529471","-7.9309","-2.001979","-3.048051","-3.772536"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ZAF.A","OBS_VALUE","Japan","Trade balance goods, US dollar","South Africa","Annual","Millions","-1979.383535","-2248.240725","-2614.667408","-2718.716529","-4096.320506","-7687.999748","-7676.887878","-4802.325097","-3759.017445"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SGP.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Singapore","Annual","Millions","12334.754205","14126.495195","13674.326097","12358.147362","9092.891149","11207.200923","12492.796734","10217.828722","12179.165976"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GUM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Guam","Annual","Millions","210.427891","211.677622","251.316394","232.713843","126.592407","156.088895","153.722057","136.645143","108.150208"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.DJI.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Djibouti","Annual","Millions","34.043","52.162157","34.872502","51.863404","96.972017","66.311238","88.749754","45.098361","62.033866"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GNB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Guinea-Bissau","Annual","Millions","1.814342","1.456011","","0.869334","0.414991","1.729455","1.504498","0.476871","-0.547736"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.AFG.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Afghanistan, Islamic Republic of","Annual","Millions","79.751721","69.139704","58.897212","38.071083","36.189106","30.136921","9.949804","12.729918","6.106633"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GRD.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Grenada","Annual","Millions","9.739478","7.649295","","2.927111","5.199313","6.199111","8.488864","13.757147","22.059804"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LUX.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Luxembourg","Annual","Millions","285.453111","513.07904","521.768143","379.600612","296.372799","479.048746","580.049238","506.162785","338.011048"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SLB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Solomon Islands","Annual","Millions","16.128989","10.455176","10.959087","10.919906","12.349545","12.832275","10.209256","18.04615","15.304713"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.AFG.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Afghanistan, Islamic Republic of","Annual","Millions","80.184622","69.37569","59.788686","38.886783","37.26084","30.447581","10.342094","14.206667","7.315768"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SYR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Syrian Arab Republic","Annual","Millions","21.8837","16.009579","20.304444","13.893374","7.920657","6.564379","3.169679","3.139522","3.418985"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CHN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","China, People's Republic of","Annual","Millions","-42683.449323","-31537.213281","-29539.368685","-34523.130395","-23375.951115","-21646.822315","-44041.586017","-47756.521107","-42648.004363"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SUR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Suriname","Annual","Millions","27.266088","36.308266","60.738461","75.477446","46.317849","54.765957","62.534865","52.590472","64.708881"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.CPV.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Cabo Verde","Annual","Millions","5.063987","5.259329","8.561243","3.93199","3.645401","4.031039","4.348013","5.13615","6.617245"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SRB.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Serbia, Republic of","Annual","Millions","-240.645296","-254.899066","-340.653454","-326.827877","-590.533768","-704.644571","-521.114655","-332.700423","-240.420486"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GX605.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Africa","Annual","Millions","383.687811","-858.03575","-854.761345","547.484345","-714.259092","-4261.99018","-5382.290069","-998.995942","-401.899851"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.IRN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Iran, Islamic Republic of","Annual","Millions","-2776.102579","-2684.502333","-2764.394641","-1075.980235","42.634417","31.876447","15.347407","33.102135","59.554547"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.HKG.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Hong Kong Special Administrative Region, People's Republic of China","Annual","Millions","33636.972251","35444.417629","34703.937705","33631.226673","31879.284357","35412.516839","33226.827841","32500.54443","35971.218303"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.ISR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Israel","Annual","Millions","2001.818426","1924.584632","2165.564934","1665.831444","1510.393242","1720.410463","1476.259365","1311.313055","1416.299672"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LBR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Liberia","Annual","Millions","1090.291575","807.219916","1097.258025","1890.005374","2155.544386","2407.460441","2652.542824","2773.879739","1623.07991"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.BEN.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Benin","Annual","Millions","10.65169","8.634047","9.537141","6.788932","8.082745","8.139052","3.837283","13.443426","3.460762"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SVK.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Slovak Republic","Annual","Millions","256.473555","199.323926","223.26672","222.514534","171.008186","141.68696","138.484833","160.792775","156.637559"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.ZWE.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Zimbabwe","Annual","Millions","16.809257","18.541109","29.422128","15.397263","14.85606","21.316035","45.015312","54.986034","62.210943"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.PRT.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Portugal","Annual","Millions","366.115853","427.808833","583.886566","470.273215","487.795293","761.175586","635.262426","675.335756","528.735815"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.ATG.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Antigua and Barbuda","Annual","Millions","17.449381","12.160836","","4.631135","8.206802","5.629993","10.914382","19.015295","19.068439"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MOZ.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Mozambique, Republic of","Annual","Millions","51.062619","100.726837","123.147852","184.305827","140.578992","129.14125","122.471131","112.486306","123.055186"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.BGR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Bulgaria","Annual","Millions","83.720399","95.48685","146.127017","159.029364","168.587017","196.765463","195.043212","144.272923","114.052996"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.TTO.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Trinidad and Tobago","Annual","Millions","72.757196","104.500751","131.863589","63.773957","28.07448","101.984113","208.704554","142.496527","136.86557"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.TTO.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Trinidad and Tobago","Annual","Millions","155.998394","202.912736","148.532571","160.615341","125.934095","78.015973","109.948238","192.76605","237.281813"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.IND.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","India","Annual","Millions","4669.734387","5354.511892","5506.909621","5363.427335","4718.271046","6129.507215","6531.357676","5636.314875","6436.961019"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.ESP.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Spain","Annual","Millions","2862.470292","2966.847173","3412.224356","3401.690808","2175.535749","2420.107402","2686.439083","3274.228368","3153.593623"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ZWE.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Zimbabwe","Annual","Millions","3.284901","10.7814","14.540073","-7.202016","-18.929573","-5.147929","18.735681","34.39304","44.153113"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.MOZ.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Mozambique, Republic of","Annual","Millions","126.354405","192.186412","175.77027","215.168834","56.678884","142.898345","123.473397","186.299897","99.007599"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.GEO.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Georgia","Annual","Millions","9.310522","13.290703","19.247458","21.459812","22.263265","24.644868","17.605878","19.426587","15.043229"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.BGR.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Bulgaria","Annual","Millions","106.417369","111.686982","127.702578","165.253316","134.968549","128.573163","139.57843","126.818084","128.464709"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.COM.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Comoros, Union of the","Annual","Millions","1.233213","2.297145","1.078541","2.60899","1.503727","3.95334","1.209866","0.983839","11.37094"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.COM.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Comoros, Union of the","Annual","Millions","0.038851","0.107105","1.085631","0.251133","0.403604","0.126768","0.128617","0.130646","0.304504"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LVA.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Latvia, Republic of","Annual","Millions","-35.34529","-3.929729","-13.609578","-28.473538","-39.234889","-38.658341","-94.727897","-44.996376","-52.828217"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TUR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Türkiye, Republic of","Annual","Millions","2289.922534","2532.758925","2444.972844","1749.366817","1967.662526","2375.77742","2193.637372","2869.89754","2463.557483"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.GBR.A","OBS_VALUE","Japan","Trade balance goods, US dollar","United Kingdom","Annual","Millions","7148.1255","6701.440662","5810.429979","5783.261086","4676.187062","3470.622676","4190.541019","4906.314424","3291.466637"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.DNK.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Denmark","Annual","Millions","-1640.798539","-1615.480138","-1743.122297","-1790.179859","-1769.160162","-1780.155305","-1842.096465","-1617.638937","-1403.072759"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.SAU.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Saudi Arabia","Annual","Millions","-14573.471947","-24008.415247","-29654.211607","-22519.172403","-14179.788113","-22925.84146","-37129.615948","-28103.102266","-23795.117715"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.MMR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Myanmar","Annual","Millions","1033.535803","880.745912","695.308534","652.241397","601.721475","337.870131","446.104316","381.275517","309.955957"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.URY.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Uruguay","Annual","Millions","-2.535315","14.166674","51.87899","25.0321","4.475063","12.679879","1.434679","8.871339","-10.801335"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.KOR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Korea, Republic of","Annual","Millions","46240.070865","53311.292805","52507.135736","46256.335068","44391.997204","52507.113965","54223.530735","46916.764341","46472.035064"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.PLW.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Palau, Republic of","Annual","Millions","28.886611","20.66593","15.128251","18.419043","12.892805","9.40585","13.325348","11.413303","19.659838"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.UZB.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Uzbekistan, Republic of","Annual","Millions","161.603388","120.744947","527.974005","187.015181","141.235539","184.485796","275.952254","240.865854","433.558233"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.LTU.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Lithuania, Republic of","Annual","Millions","-482.986478","-503.365473","-484.216776","-401.716306","-194.188847","-16.395204","-62.710477","-48.665182","-84.552169"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.VCT.A","OBS_VALUE","Japan","Trade balance goods, US dollar","St. Vincent and the Grenadines","Annual","Millions","1.627581","1.620865","7.780499","4.694396","2.890389","4.026486","1.998203","6.964977","13.634947"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.STP.A","OBS_VALUE","Japan","Trade balance goods, US dollar","São Tomé and Príncipe, Democratic Republic of","Annual","Millions","1.196411","1.319257","","0.011484","1.750913","1.746582","0.733379","4.341085","10.537115"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.ROU.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Romania","Annual","Millions","-92.461097","-173.869798","-406.74728","-516.933004","-608.808183","-482.281959","-727.312438","-872.259393","-689.475742"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.TWN.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Taiwan Province of China","Annual","Millions","16400.714161","15259.098375","15274.576362","16142.291553","17435.96712","20882.360129","13745.890729","7336.502646","14836.856368"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.CUB.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Cuba","Annual","Millions","16.046414","13.867198","17.021061","14.080798","11.364069","4.87595","7.322824","8.680517","13.428546"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.NZL.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","New Zealand","Annual","Millions","2193.600632","2463.704122","2614.844889","2331.215776","1843.914383","2913.753238","3002.465623","2903.404088","2312.193562"
"IMF.STA:IMTS(1.0.0)","JPN.MG_CIF_USD.BTN.A","OBS_VALUE","Japan","Imports of goods, Cost insurance freight (CIF), US dollar","Bhutan","Annual","Millions","1.043875","1.357271","0.950338","0.639606","1.527161","0.312821","0.456998","0.849575","0.751801"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.UKR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Ukraine","Annual","Millions","312.847226","454.47975","419.37616","550.771182","506.27328","584.625197","284.570525","434.624959","436.082145"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.UGA.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Uganda","Annual","Millions","163.04906","280.723805","200.160883","181.884359","181.278173","232.633956","209.728633","195.452114","250.645629"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SWZ.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Eswatini, Kingdom of","Annual","Millions","11.008608","11.298932","17.376163","19.512663","15.452807","10.958859","10.06212","6.163083","7.509228"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SVN.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Slovenia, Republic of","Annual","Millions","119.938127","126.456086","127.573272","167.703941","160.800283","199.993643","206.23186","224.237126","218.562615"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SUR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Suriname","Annual","Millions","33.757649","42.148271","67.399305","81.295312","50.492281","58.38667","67.419539","58.723676","69.197986"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.NLD.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Netherlands, The","Annual","Millions","11808.642091","12441.06443","12727.904099","11904.767962","10817.816527","12588.359243","12362.457358","13426.317448","11517.356793"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.GBR.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","United Kingdom","Annual","Millions","13659.231207","13767.58485","14037.369911","13928.064601","10694.116452","10358.805478","11037.958441","12003.269501","11231.411355"
"IMF.STA:IMTS(1.0.0)","JPN.TBG_USD.PRT.A","OBS_VALUE","Japan","Trade balance goods, US dollar","Portugal","Annual","Millions","81.803502","116.740568","252.838816","102.811874","62.944642","306.917441","211.773516","79.268847","-132.081341"
"IMF.STA:IMTS(1.0.0)","JPN.XG_FOB_USD.SAU.A","OBS_VALUE","Japan","Exports of goods, Free on board (FOB), US dollar","Saudi Arabia","Annual","Millions","5010.859443","3735.057939","4117.383606","5109.771481","4231.501623","4457.282894","5047.732694","6345.02696","6067.609126"
